Name,Description,PointCost,PriceFactor,PriceOverride,isEpic,Categories,internType,Slots,Source,GUID
Resistance3,Grants a +3 resistance bonus on all saving throws.,+3,1000,,,,Other,Shoulders,TTRPG,9d6f77c05099caf4eab25228632fdf64
Resistance4,Grants a +4 resistance bonus on all saving throws.,+4,1000,,,,Other,Shoulders,TTRPG,cdba7ef2a02a2b9499059bd558e5354d
Resistance5,Grants a +5 resistance bonus on all saving throws.,+5,1000,,,,Other,Shoulders,TTRPG,86748e27c9e3b414a97330ea74858994
Resistance6,Grants a +6 resistance bonus on all saving throws.,+6,1000,,,,Other,Shoulders,Owlcat,c67c2306707c3284db43c1ea35a03715
Resistance7,Grants a +7 resistance bonus on all saving throws.,+7,1000,,,,Other,Shoulders,Owlcat,d676ddee41bb4bf091e735a02dbdb8d4
RetributionGreataxeFlame2d6,,+1,2000,,,,Weapon,,Owlcat+,30095e3e0abf4924a84fe875f11774ba
RicochetingHeavyCrosbowEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ebea1d73c0ad052408b60fe302c02d58
RiftcarverEnchantment,,+1,2000,,,,Weapon,,Owlcat+,48eb1f9f58fb4d6781c2424600773bfd
RighteousExorcistsBracersEnchantment,,+1,,,,,Other,,Owlcat+,c86e977ac692af1408e88c3626cbf8da
RighteousPunishmentEnchantment,,+1,2000,,,,Weapon,,Owlcat+,f93bf5f89afb5eb4a9a1d5e5bb9d7a2b
RigidOakStaffIEnhCon3,,+1,2000,,,,Weapon,,Owlcat+,8d54aaee457fd2d41aa9e928719ccd59
RigidOakStaffIEnhFort2,,+1,2000,,,,Weapon,,Owlcat+,dc77ac0aa472aeb48a23022435e7daa3
RinfOfHintsEnchantment,,+1,,,,,Other,,Owlcat+,5c63bbc2f6b0d144bbe3751e416167cc
RingMasterpieceEnchantment,,+1,,,,,Other,,Owlcat+,59b93e460e5ec7043946af7ad167877e
RingOfAcidImmunityEnchantment,,+1,,,,,Other,,Owlcat+,913c6f4f364ca454bbbc89c693cfd3e6
RingofAdditionalRageEnchant,,+1,,,,,Other,,Owlcat+,96c98edd06a1c274cad76295b7b12dcf
RingofArodenBurstEnchantment,,+1,,,,,Other,,Owlcat+,02fa62090f8c4c34bffe230ad64c93a5
RingofArodenEnchantment,,+1,,,,,Other,,Owlcat+,f7c4d6d644674c78916473c0c73c9387
RingOfBalanceGreaterEnchantment,,+1,,,,,Other,,Owlcat+,a2688019087e6524aa3da351ee6206c9
RingOfBalanceLesserEnchantment,,+1,,,,,Other,,Owlcat+,c5eab6a019c175749bb62903e8c41590
RingOfBardResourcefulnessEnchantment,,+1,,,,,Other,,Owlcat+,4eff9691e58d4ed99edd8c2baa3e1f51
RingOfBigBoomEnchantment,,+2,1000,,,,Armor,,Owlcat+,3bf98db1037c4814d8ed13be87598885
RingOfBlurEnchantment,,+1,,,,,Other,,Owlcat+,9cf935db4ffdc24479083ce513af1cc4
RingOfBoneBreakingEnchantment,,+1,,,,,Other,,Owlcat+,524c94674ecf4ba69d7709b54c54d9c6
RingOfChaosEnchantment,,+1,,,,,Other,,Owlcat+,79d0a60428fda2344872cc4fb811ed74
RingOfChaoticTortureEnchantment,,+1,,,,,Other,,Owlcat+,dd81657fe9293004c850742dfda41ca8
RingOfCircumstancesEnchant,,+1,,,,,Other,,Owlcat+,ae9a12d7dd014064283b44df2f5a235d
RingofConstitutionEnchantment,,+2,1000,,,,Armor,,Owlcat+,34a8b36ad42e01744bc12feaf1f8ed5e
RingOfCorrosionEnchant,,+1,,,,,Other,,Owlcat+,0215c2fdea532674b84c5fef5cb22ffd
RingOfDeadlySwingEnchantment,,+1,,,,,Other,,Owlcat+,48fbd54e9c5a2154c8917bdcbc2c39e2
RingOfDecadenceEnchantment,,+1,,,,,Other,,Owlcat+,9155aad08d85468fb6f891ba4131835a
RingOfDevastatingWillEnchantment,,+1,,,,,Other,,Owlcat+,fadf019d7d1943943ad874f500a21cab
RingOfEnergySourceEnchant,,+1,,,,,Other,,Owlcat+,a302905173b29014fa1a1d12508ca432
RingOfEnhancedSummonsEnchantment,,+1,,,,,Other,,Owlcat+,38a01ba3f853616409e0a6dd8ab95de2
RingOfEternalSkyEnchant,,+2,1000,,,,Armor,,Owlcat+,73a1f8d196f761047be5fb69d318001d
RingOfEvasionEnchantment,,+1,,,,,Other,,Owlcat+,b359e4aa7c2d01e46bcd827cdec8d5b4
RingOfFirmTouchEnchantment,,+1,,,,,Other,,Owlcat+,78e1932653b0d5e4db01cbe87a55eb91
RingOfFoeFocusEnchantment,,+1,,,,,Other,,Owlcat+,833da63d8b48415d8c0467fa049555eb
RingofForceShieldEnchantment,,+2,1000,,,,Armor,,Owlcat+,d48adf05d07aec343a14530c9f11029a
RingOfGrimSwiftnessEnchantment,,+1,,,,,Other,,Owlcat+,7410ee044c9a4d3f99ec53499eb26d2f
RingOfGuidingStarEnchantment,,+1,,,,,Other,,Owlcat+,6f6ddcb9c8ae52f44933e802981e907f
RingOfHuntersLuckEnchant,,+1,,,,,Other,,Owlcat+,442863695a5dec34eb71a4c257e0f04b
RingOfImminentDemiseEnchantment,,+1,,,,,Other,,Owlcat+,a53ee894f1a8c894fbc802bc40ad6407
RingOfImprovedProfeciencyEnchant,,+1,,,,,Other,,Owlcat+,4119c5c9a3470454e9ced5d76cc11c95
RingOfLawEnchantment,,+1,,,,,Other,,Owlcat+,a5d86ee71825aea40891c648cc87fb41
RingofMagicDevicesEnchantment,,+2,1000,,,,Armor,,Owlcat+,6bc3c09191119ed4e9282dec50473ada
RingOfMercyless_Enchantment,,+1,,,,,Other,,Owlcat+,540d4ffb5f0646b1aedf8e81c4bbc534
RingOfPlanarProtectionEnchant,,+1,,,,,Other,,Owlcat+,fe1fbae6cd5dbdc408d02f7974b008f3
RingOfPowerfulBloodMagicEnchantment,,+1,,,,,Other,,Owlcat+,84cedd0433cc43bfbc9302c868feb96c
RingOfProcrastinatorEnchantment,,+1,,,,,Other,,Owlcat+,d9ccd1fcf72f4a83bc11569e38ac0263
RingOfPyromaniaEnchantment,,+1,,,,,Other,,Owlcat+,3e4b52d0c7595574fa871fb125a67a83
RingOfRenownArtisanEnchantment,,+1,,,,,Other,,Owlcat+,c141c861a92bf364580681d10a03f53e
RingOfReveredChampionEnchantment,,+1,,,,,Other,,Owlcat+,f66e0424c33045ef9d331ba131ae5227
RingOfSacredTouchEnchantment,,+1,,,,,Other,,Owlcat+,e62079b8dfcd02a40b09cacc8c459e0e
RingOfSecurityEnchant,,+1,,,,,Other,,Owlcat+,85a390a8a27a9a24e86ee5c18d5ccfd9
RingOfSharpStrikeEnchantment,,+1,,,,,Other,,Owlcat+,b916796dfb207504ead0d0fcdc118558
RingOfSourceOfInvisibilityEnchant,,+1,,,,,Other,,Owlcat+,1165ef4b39f6eda49b336a5ceab87466
RingOfStichesEnchantment,,+1,,,,,Other,,Owlcat+,abd9a4d01144eb846b9fcbcb95328c72
RingOfTheDeadEnchantment,,+1,,,,,Other,,Owlcat+,5a4a46bf80c058e4aa24c95c373d9173
RingOfTheNaturalBornCommanderEnchantment,,+1,,,,,Other,,Owlcat+,8b47becf60475cc4d9c2f3516ae333a1
RingOfTheSneakyWizardEnchantment,,+1,,,,,Other,,Owlcat+,026d99cee248deb4a8734505c6713e6a
RingOfUltimateProtectionGreaterEnchantment,,+1,,,,,Other,,Owlcat+,d312e5e198c81354382ef20cbc4c7f56
RingOfUltimateProtectionLesserEnchantment,,+1,,,,,Other,,Owlcat+,62ceaa351dcd532448554a0ee2987595
RingOfUndercoverWizardItemEnchantment,,+1,,,,,Other,,Owlcat+,4b16a1f5e6d537949b195850cb9fb2bc
RiverFoxPendantEnchantment,,+1,,,,,Other,,Owlcat+,2471d72a73c80fa4cb6297e1bee8017b
RiversongAmuletEnchantment,,+1,,,,,Other,,Owlcat+,c044ff6e7885c5944b6e46521651017f
RoaringHandaxeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0fa96e86d6172594b91d4b8e922c1af1
RoasterEnchantment,,+1,2000,,,,Weapon,,Owlcat+,885425c73dd367e4187de2d30391cce5
RobeElementalImbuementEnchantment,,+1,1000,,,,Armor,,Owlcat+,483e0a0f552967b409d25f995d9dcf7f
RobeOfAirEnchant,Grants +2 DC bonus to electrical spells.,+1,1000,,,"Spellcasting, Elemental, DC",Armor,Other,Owlcat,8e7f512654a46d949a1eee77249bd75d
RobeOfAngelicPrudenceEnchantment,,+1,1000,,,,Armor,,Owlcat+,166d685533254944aad18c0ea2ca0105
RobeOfArcaneAnnihilationEnchant,,+1,1000,,,,Armor,,Owlcat+,cff0491e9570d5943ba48e8c872f40e4
RobeOfDeterminationEnchant,,+1,1000,,,,Armor,,Owlcat+,35410418b0123574a8bc2f71ad1f6788
RobeOfDeterminationEnchantment,,+1,1000,,,,Armor,,Owlcat+,e935d98654111734990316016bc0a615
RobeOfEarthEnchant,Grants +2 DC bonus to acid spells.,+1,1000,,,"DC, Elemental",Armor,Other,Owlcat+,87b96ae9ecf792741b409e85bebe30a7
RobeOfEyesEnchant,,+1,1000,,,,Armor,,Owlcat+,730551be270bbf041b94bf5917b334dc
RobeOfFalseDeathEnchantment,,+1,1000,,,,Armor,,Owlcat+,26dbbd72d08a9874e967b23fe73a210d
RobeOfFireEnchant,"Whenever the wearer casts a spell with fire descriptor, its saving throw DC is increased by 2.",+1,1000,,,"Spellcasting, Elemental, DC",Armor,Chest,Owlcat,dcf93e8d4b970ee408b410f2b01ad13f
RobeOfMagmaEnchantment,,+1,,,,,Other,,Owlcat+,0000d783f2ee4154b6b46b73e727c54f
RobeOfMaliceEnchant,,+1,1000,,,,Armor,,Owlcat+,71ceb4ca8e9d4a74c8c11b0de623a6de
RobeOfMaliceEnchantment,,+1,1000,,,,Armor,,Owlcat+,257285a391c66eb468f437a357b9241e
RobeOfMentalProtectionEnchant,,+1,1000,,,,Armor,,Owlcat+,dce5be8495d271349b8ca796d4fd8996
RobeOfMephistophelesEnchantment,,+1,1000,,,,Armor,,Owlcat+,abb6b6429ec24d77ab3e03f6c08b8274
RobeOfOrderEnchantment,,+1,1000,,,,Armor,,Owlcat+,afb30cf7695c2f442910934023b9ab26
RobeOfRunesEnchantment,,+1,,,,,Other,,Owlcat+,9c1679810b8b466ea168751f41281ce4
RobeOfTheArchmagiEnchantment,,+1,1000,,,,Armor,,Owlcat+,0e2c10a800e98cd4990f34ec8a33b0a2
RobeOfTheOvermindEnchantment,,+1,,,,,Other,,Owlcat+,94833c60b0ed492db8f55786ccc6f542
RobeOfTheWiseEnchant,,+1,1000,,,,Armor,,Owlcat+,72c2f73bdba34cf4c8f8d3d2cf046c09
RobeOfTrampleEnchantment,,+1,1000,,,,Armor,,Owlcat+,8088a3ad51bf3a44ea142b81b3a04b8b
RobeOfVirtueEnchantment,,+1,1000,,,,Armor,,Owlcat+,f1d48244362d7aa4386d5437d9135f2a
RobeOfWaterEnchant,Grants +2 DC bonus to cold spells.,+1,1000,,,"Spellcasting, Elemental, DC",Armor,Other,Owlcat+,54d0633c038e96b4a9d5422e0801dfb5
RobeOnTheBrinkOfDeathEnchantment,,+1,1000,,,,Armor,,Owlcat+,ee493d50ee2806f45a1def3677884702
RobeSourceOfDividingPowerEnchantment,,+1,1000,,,,Armor,,Owlcat+,3662fc0d571f52c49bed6d7c5ca73ad8
RockOfNatureEnchantment,,+1,1000,,,,Armor,,Owlcat+,ba494af84ab86e045bfa414fffc9cce3
RockThrowStrength,,+1,2000,,,,Weapon,,Owlcat+,2a0859c4984fd2e428f9edb79c97d753
RodOfFiredVengenceEnchantment,"This rod is hot to touch. It vibrates slightly with the power burning inside. It transforms all wielder's spell damage into fire damage, increasing caster level by 1 and +3 bonus to Evocation school spells' DC. It also grants its wielder the ability to make up to five spells they cast per day maximized as though using the Maximize Spell feat. Greater rods can be used with spells of 9th level or lower.",+1,2000,,,"Spellcasting, Elemental, DC, freeSpell",Weapon,Other,Owlcat+,df965765941407543b1a0732e7e21723
RogueCapEnchantment,,+1,,,,,Other,,Owlcat+,16bef26c3fbb5c04fa7be2394d0059e3
RoguesCompanionEnchant,,+1,1000,,,,Armor,,Owlcat+,b3a0e042daee19242bcde2a1665d2643
RollingThunderEnchantment,,+1,2000,,,,Weapon,,Owlcat+,a75a18ea53f6467abc7e691c3b53db5b
RootsenseBootsEnchantment,,+1,,,,,Other,,Owlcat+,f9a1045049f54161a4cd1f166458905b
RottenDissectorEnchantment,,+1,2000,,,,Weapon,,Owlcat+,323ef520a030ab94dbf19c8f7c83917e
RovagugRelicGrasshopperEnchantment,,+1,2000,,,,Weapon,,Owlcat+,64c84d64f7f310b41b5e720de1f22459
RovagugRelicScorpionEnchantment,,+1,2000,,,,Weapon,,Owlcat+,08dfd84c0a80dfb48924a5f3800bbd2d
RovagugRelicSteppeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,2fa38ebb29f3bb946ba7098ccaa46d2e
RovagugSpawnCloakEnchantment,,+1,,,,,Other,,Owlcat+,34562d1aab15787409755d094cf67862
RoyalGuardsBardingEnchantment,,+1,1000,,,,Armor,,Owlcat+,c2f05e748ae16e944a36d884f57c2ff7
RoyalMessengersChainshirtEnchantment,,+1,1000,,,,Armor,,Owlcat+,720ef6f8cfebb224398b6a6259be6a99
RubyPhoenixEnchantment,,+1,,,,,Other,,Owlcat+,bff8d429708f74344acc7f8775137ce1
RudeStopperEnchantment,,+1,2000,,,,Weapon,,Owlcat+,bb00268bc7d8f734fbc4ccb19ffa87e2
RuggedHelmetEnchantment,,+1,,,,,Other,,Owlcat+,94c15727e5dbc984eb0362ebbec18489
RuinEnchantment,,+1,2000,,,,Weapon,,Owlcat+,283b66f859d225d489d213cad7fa1df7
RulebreakerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e3fda0731288831418832fbee760baff
RulersMantleEnchant,,+1,,,,,Other,,Owlcat+,01dd9b1d29abf4a46b4b1c5fa4fe0b1d
RumblingFlachionEnchantment,,+1,2000,,,,Weapon,,Owlcat+,e6ab79c26e6e4269a9d54a85dcd2ee44
RunelordsHatefulRanseurEnchantment,,+1,2000,,,,Weapon,,Owlcat+,37ef2c2d5a324ff581593875b72266a2
RupturingStormEnchantment,,+1,2000,,,,Weapon,,Owlcat+,3c5fba40046d7064b8b6942e73c57857
RushlightEnchantment,,+1,2000,,,,Weapon,,Owlcat+,7b9b8050d1c24363b02bb7a6479f5ef9
RustedDawnEnchantment,,+1,2000,,,,Weapon,,Owlcat+,6c73603b691801e42ba82850cc96f85e
RuthlessAssaultEnchantment,,+1,2000,,,,Weapon,,Owlcat+,3c2fd934837956f44ba18610fc09937c
SaboteurEnchantment,,+1,2000,,,,Weapon,,Owlcat+,51ad0be4fee54b1e883b12c20ecdc5c2
SacredCommandmentEnchantment,,+1,,,,,Other,,Owlcat+,481087f6a42bff24ab5bc417042587fb
SacredVengenanceArrowsQuiverEnchantment,"The owner of this quiver can use it to shoot 30 units of ammunition. This ammunition hits the first enemy as well as two additional enemies, each of which must be within 15 feet of the primary target. It deals additional 1d6 points of holy damage.",+1,2000,,,"AdditionalDamage, Elemental",Weapon,Other,Owlcat+,69a429b10f05f2e4287daa4ae035071c
Sacrificial,"Against a helpless foe, the weapon's enhancement bonus is +2 better than its actual bonus.",+1,2000,,,HitChance,Weapon,Weapon,Owlcat,b7f029a31452b26408bc75d715227993
SageArmorEnchant,,+1,1000,,,,Armor,,Owlcat+,ca3c12e1f2a9e6441a6cb4c32f741b46
SandstormKineticBladeEnchantment,,+1,2000,,,,Weapon,Weapon,Owlcat+,bed13bd5c23aa9c4098511aea25f46f8
SappingAssaultEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ba13b10346f3c7a4ea6387e8c7f2e91f
SarenraeLifeSourceHeavyFlailEnchantment,,+2,2000,,,,Weapon,,Owlcat+,04001fb3490346e992c254443aad1c09
SarenraeLifeSourceLightShieldEnchantment,,+1,,,,,Other,,Owlcat+,a8125713118e4d87b8ce612280b698c3
SarenraeObliteratingLightHeavyFlailEnchantment,,+1,2000,,,,Weapon,,Owlcat+,8f40a996b74c25441b91fff4bcc961ce
SarenraeObliteratingLightLightShieldArmorEnchantment,,+1,,,,,Other,,Owlcat+,8344e036f910a664f88b1a3eb721d247
SarenraeObliteratingLightScalemailEnchantment,,+1,1000,,,,Armor,,Owlcat+,9dfd4cd1208d7de4b8671cef95fd0f1b
SarkorianWeddingEarthBreakerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,82ff09a4ed964f33ac20c3a6f189edb3
SarkorisDirgeEnchantment,This +2 keen heavy mace of Sarkorian make deals an additional 2d8 holy damage to undead and grants its wielder a +2 bonus to Strength.,+1,2000,,,"Critical, Alignment, AdditionalDamage",Weapon,Weapon,Owlcat+,e02dedda1d5248b3aa9016f918722c2e
SarzaksisPayzaEnchantment,,+1,,,,,Other,,Owlcat+,ce7f06430d08f3d4c8e5e9efe2266e21
SashOfRazorsEnchant,,+1,,,,,Other,,Owlcat+,965f88f7b4a9ff34d91f3e6948dafe49
SavageUnityEnchantment,,+1,,,,,Other,,Owlcat+,b152427b03bb404e9b2b1a7c7fda374a
SavageUnityEnchantmentNew,,+1,,,,,Other,,Owlcat+,62f9b356781e4810ba7418259b673799
SavamelekhSpineEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ad5f40720af64b9a943bfabf8d3bb878
SavesLuck2,Grants a +2 luck bonus on all saving throws.,+2,2500,,,,Other,Other,TTRPG,4fb980c5075c61f4395372f2e84292d8
SavingThrowAgainsBlindnessEnchant,,+1,1000,,,,Armor,,Owlcat+,db5dad42644baf149b12f418ed78b193
SaviourEnchantment,,+1,2000,,,,Weapon,,Owlcat+,4235ec0877a7e2f4bac610202681a7e3
Scabbard_ArodensWrathEnchantment,,+1,,,,,Other,,Owlcat+,69240c3296c514a4e9da330a28e300a6
ScalykindBlessingFangPoisonEnchantment,,+1,2000,,,,Weapon,,Owlcat+,120a4b1d2e1b40ae81557556a563d159
ScarabOfProtectionEnchantment,,+1,,,,,Other,,Owlcat+,dd3e7b2f3c8b4501bb7318184c324b0c
ScarecrowFearTouch,,+1,2000,,,,Weapon,,Owlcat+,436316d7c48c396418a8b2a91ec8f7ec
ScarletAllureEnchantment,,+1,,,,,Other,,Owlcat+,e82b3af9ee9ff4b4b85a88d711cd8db7
ScepterImmunity,,+1,2000,,,,Weapon,,Owlcat+,8eb9d1c94b1e4894a88c228aa71b79e5
ScimitarOfDawnEnchantment,,+1,2000,,,,Weapon,,Owlcat+,49e401c362897e8449645b53d582641d
ScorchingBracersEnchantment,,+1,,,,,Other,,Owlcat+,b9d7d00e93bd48b9aa056acaa3083a87
ScreamOfPainEnchantment,,+1,2000,,,,Weapon,,Owlcat+,95cebcc4740916140be22de6e2c5d060
ScreamReaperEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b7407b29ead3b5c4599d22d4dc9a7c74
SeasonedAssassinsEnchantment,,+1,1000,,,,Armor,,Owlcat+,a7821afa6d4239244b243c7bd5ea3b50
SecondChanceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,a63292054cf307d479bebbff768f5d0e
SecondSkinEnchantment,,+1,1000,,,,Armor,,Owlcat+,49a9c68feb14a9a4aa07dc716ad68315
SecretsOfSuramgaminNecklaceEnchant,,+1,,,,,Other,,Owlcat+,0086a5715430a0f4ba42e6a5d791c7ce
SepticBiteRapierResistAcidEnch,,+1,2000,,,,Weapon,,Owlcat+,b6424a439cfa4ea42a45085b487adfcf
SequenceOfMurderFirstEnchantment,,+1,2000,,,,Weapon,,Owlcat+,930fe813816e23c4abc64c504e6617fa
SequenceOfMurderSecondEnchantment,,+1,2000,,,,Weapon,,Owlcat+,de682d2dc5235174f80e6aa0cb7609f4
SeriouslyEliteExpertise,Wielder of this weapon performs ranged attacks as if they had Point-Blank Shot and Precise Shot feats.,+1,2000,,,HitChance,Weapon,Weapon,Owlcat+,344aa98b08434ab41a630c31894d9d7e
ShadowArmor,This armor grants its wearer a +5 competence bonus to Stealth skill checks.,0,,3750,,Skill,Armor,Armor,TTRPG,d64d7aa52626bc24da3906dce17dbc7d
ShadyLongbowStealth5,,+1,2000,,,,Weapon,,Owlcat+,4f28bd4d9373645468871bd15a559eef
ShapeshiftersHelmEnchantment,,+1,,,,,Other,,Owlcat+,03fd4efccdae270419c560549a97cfd0
ShieldEnhancementBonus1,Grants +1 enhancement bonus to Armor Class. The armor check penalty of magic shield is lessened by 1 compared to ordinary shield of its type.,+1,1000,,,"AC, Defensive",Armor,Shield,TTRPG,e90c252e08035294eba39bafce76c119
ShieldEnhancementBonus2,Grants +2 enhancement bonus to Armor Class. The armor check penalty of magic shield is lessened by 1 compared to ordinary shield of its type.,+2,1000,,,"Defensive, AC",Armor,Shield,TTRPG,7b9f2f78a83577d49927c78be0f7fbc1
ShieldEnhancementBonus3,Grants +3 enhancement bonus to Armor Class. The armor check penalty of magic shield is lessened by 1 compared to ordinary shield of its type.,+3,1000,,,AC,Armor,Shield,TTRPG,ac2e3a582b5faa74aab66e0a31c935a9
ShieldEnhancementBonus4,Grants +4 enhancement bonus to Armor Class. The armor check penalty of magic shield is lessened by 1 compared to ordinary shield of its type.,+4,1000,,,"AC, Defensive",Armor,Shield,TTRPG,a5d27d73859bd19469a6dde3b49750ff
ShieldEnhancementBonus5,Grants +5 enhancement bonus to Armor Class. The armor check penalty of magic shield is lessened by 1 compared to ordinary shield of its type.,+5,1000,,,"AC, Defensive",Armor,Shield,TTRPG,84d191a748edef84ba30c13b8ab83bd9
ShieldEnhancementBonus6,Grants +6 enhancement bonus to Armor Class. The armor check penalty of magic shield is lessened by 1 compared to ordinary shield of its type.,+5,1000,,TRUE,"AC, Defensive",Armor,Shield,TTRPG,70c26c66adb96d74baec38fc8d20c139
ShieldOfChastiseEnchantment,,+1,,,,,Other,,Owlcat+,4a6bd678dfcc4ce686e99e0acc098a4e
ShieldOfMagicalRetributionArmorEnchantment,,+1,,,,,Other,,Owlcat+,5bd6315804bde494aa7dc33b47ab7924
ShinyDaggerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,92591ae949e71304983ed675eaf921f2
ShirtMesmerizeEnchantment,,+1,1000,,,,Armor,,Owlcat+,0f3bc29589d501e47849d57e201df70f
Shock,Shock weapon is sheathed in crackling electricity that deals an extra 1d6 points of electricity damage on a successful hit.,+1,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,TTRPG,7bda5277d36ad114f9f9fd21d0dab658
Shock2d6,Improved shock weapon is sheathed in crackling electricity that deals an extra 2d6 points of electricity damage on a successful hit.,+1,2000,,,"AdditionalDamage, Elemental",Weapon,Weapon,Owlcat,b1de8528121b80844bd7cf09d9e1cf00
ShockingBurst,"A shocking burst weapon functions as a shock weapon that explodes with electricity upon striking a successful critical hit. The electricity does not harm the wielder. In addition to the extra electricity damage from the shock ability, a shocking burst weapon deals an extra 1d10 points of electricity damage on a successful critical hit. If the weapon's critical multiplier is ×3, add an extra 2d10 points of electricity damage instead, and if the multiplier is ×4, add an extra 3d10 points.",+2,2000,,,"AdditionalDamage, Critical, Elemental",Weapon,Weapon,TTRPG,914d7ee77fb09d846924ca08bccee0ff
ShootDownEnchantment,,+1,,,,,Other,,Owlcat+,d134a5c08cf1d9d488d8a82012a2b3ff
ShortbowElvenEnchantment,,+1,2000,,,,Weapon,,Owlcat+,600e470e1f23b174eb9df54b56559d0c
ShortbowOfCodeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,0687b1d194eab5d47ab716077804f92f
SickleOfAcidEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b708053d62ba78046ace86bf0f1e6de5
SickleOfFalterEnchantment,,+1,2000,,,,Weapon,,Owlcat+,16be5807cf000e44c82b9370b14675c2
SickleOfWickedRitesEnchantment,,+1,2000,,,,Weapon,,Owlcat+,f37a8b936bb2438690c1e895f945dff9
SigilOfCreationRingEnchant,,+1,,,,,Other,,Owlcat+,d724c6e3f30473947ab89085e2925c4f
SigilOfDestructionRingEnchant,,+1,,,,,Other,,Owlcat+,e643c74f29d66ea46bd4e80883ea7656
SignetOfHouseVespertilioEnchantment,,+1,,,,,Other,,Owlcat+,4dd3d628343bc8140b2e3bb16894a948
SilkyVeilEnchantment,,+1,1000,,,,Armor,,Owlcat+,be78ec671e390434781c60b2f895a391
SilverMistEnchantment,,+1,1000,,,,Armor,,Owlcat+,f6a2be1236934b629e1964a710529905
SilverRobeEnchantment,,+1,1000,,,,Armor,,Owlcat+,0821d976beebfc54993d5a32b0772942
SilverTongueAmuletEnchantment,,+1,,,,,Other,,Owlcat+,6aaf3a4a1cc55f643b02e690baccd2da
SilverWeaponEnchantment,"A complex process involving metallurgy and alchemy can bond silver to a weapon made of steel so that it bypasses the damage reduction of creatures such as lycanthropes. On a successful attack with a silver slashing or piercing weapon, the wielder takes a –1 penalty on the damage roll.",0,,90,,"Material, PenaltiesAndCursed",Weapon,Weapon,TTRPG,9012b1095c9645e0a6152f673fc07d0a
SingingEdgeEnchantment,,+1,2000,,,,Weapon,,Owlcat+,a3a40379e5950cf408d4bcf375072d26
SingingSteelEnchant,"This lustrous golden metal emits beautiful bell-like tones when struck. An alloy of gold and mithral, singing steel was originally created by the elves. Most armor made of singing steel is treated as one category lighter (heavy armors are treated as medium, and medium armors are treated as light, but light armors are still treated as light). The armor or shield's arcane spell failure chance is reduced by 5%, its maximum Dexterity bonus is increased by 1, and its armor check penalty is reduced by 1 (to a minimum of 0). The wielder or wearer can strike the singing steel as part of beginning a bardic performance. If the wielder can normally start a bardic performance as a standard action, he can do so as a move action instead. If the wielder can normally start a bardic performance as a move action, he can do so as a swift action instead. If the wielder can normally start a bardic performance as a swift action, he can do so as a free action instead.",0,,15000,,"Material, Spellcasting, Defensive",Armor,"Armor, Shield",TTRPG,451601816a45311419b77b83f253b75b
SinmageStaffEnchantment,,+5,2000,,,,Weapon,,Owlcat+,d83601ef01c64feea609fa8fc23b201f
SkeletalFingerRodQuickenNormaEnchantment,,+1,,,,,Other,,Owlcat+,f1de13b94215a704ead15e3fcc82c204
SkinnedLeatherCloakEnchantment,,+1,,,,,Other,,Owlcat+,4ce017d8c8dd45d4e9e16ff3aa82b4e8
SkullCrusherEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b0298f3a930f91040963beb130a53583
SkyScorcherEnchantment,,+1,2000,,,,Weapon,,Owlcat+,2dcb98a4735e3674b9f624583477cc9d
SlaughteringSilenceEnchantment,,+1,2000,,,,Weapon,,Owlcat+,c218fb7dad104019bd4949fec9506026
SlaversFuryEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ce90a2c83c63ddc48b0e0042c7800244
SlowOnCriticalHit,,+1,2000,,,,Weapon,,Owlcat+,0729f5a1426ca57409f22ecbb7a5f9cb
SlowOnHit14,"Whenever you score a hit with this weapon, your opponent becomes slowed for 1d4 rounds. A successful DC 14 Will save negates this. These effects don't stack. Additional hits instead add to the duration.",+1,2000,,,"StatusAndCC, DC",Weapon,Weapon,Owlcat+,3222498b474b4994ab02ebcaaf581280
SmasherEnchantment,,+1,2000,,,,Weapon,,Owlcat+,b187e31b5ce252940b9b42ed1e221fc4
SmokingKillerEnchantment,,+1,2000,,,,Weapon,,Owlcat+,fab2e8723750480458abefb9ee5680aa
SneakAttack1,,+1,,,,,Other,,Owlcat+,00bd514cdf5195f49be17d1313156636
SoftCutAdditionalEnchantment,,+1,2000,,,,Weapon,,Owlcat+,ddc282cc110f4531bbaa11bd2568420d
SoftCutEnchantment,,+1,2000,,,,Weapon,,Owlcat+,3c679d23f7b5444eaba4ea7b1a84f3ad
SolidChainsEnchantment,,+1,1000,,,,Armor,,Owlcat+,f01427c560adf894b827d5f499e7d7f8
